# Observed Icons8 Windows 11 Color Logos directory, 2026-09-09.
# Original category|Icons8 ID|source URL slug|original label
Other|6gciU1NtgF5W|xodo-pdf-reader|Xodo PDF Reader
# Additional observed Windows 11 Color categories: Finance, Time and Date, Household.
General|JO6lDgpTUNKp|budget|Budget
General|cIbqAwhKHiTj|debt|Debt
General|XZuM8TlbYPPS|investment|Investment
General|jLjFtfN1Coxs|bank-cards|Bank Cards
General|UIlTiRUlZuzZ|card-payment|Card Payment
General|9BO8KPzyjld9|card-security|Card Security
General|6PEs2EypZuRA|certificate|Certificate
General|3EFzPFftonWA|credit-card|Credit Card
General|nwhf6sbmRFKH|debit-card|Debit Card
General|uGUjhBXqv4B6|bill|Bill
General|36eRGZhLCHYy|billing|Billing
General|442b7zv4iMmN|invoice|Invoice
General|fCDNZgQVjpeC|paid-bill|Paid Bill
General|6Rw34qscHREa|pay-date|Pay Date
General|aLc8wJ46loxH|payment-history|Payment History
General|pyTMIrisYjm1|receipt|Receipt
General|oMqKuY3HcEZt|tax|Tax
General|4dqsT2AH4HgX|banknotes|Banknotes
General|Wi3ZR2jCL3Fv|card-wallet|Card Wallet
General|p2scHNLP9nSb|cash|Cash
General|pHEbDnllVT05|coins|Coins
General|eYaVJ9Nbqqbw|dollar-bag|Dollar Bag
General|WpQIVxfhhzqt|calendar|Calendar
General|28WzaxCdZhVK|tear-off-calendar|Tear-Off Calendar
General|3ARwAGoH8mgi|today|Today
General|MxD0o63gl5Ga|weekend|Weekend
General|05i5CNp7gW1d|calendar-plus|Calendar Plus
General|PVtje9ZH06QQ|event-accepted|Event Accepted
General|1IUzrqA0E7DR|view-schedule|View Schedule
General|RQGrXdtQw2CT|alarm-clock|Alarm Clock
General|JrbE13EfhZWo|clock|Clock
General|YJRLDGN3QPEn|stopwatch|Stopwatch
General|YlbPwaTGiD2X|timer|Timer
General|93kOddGKUmMT|birthday|Birthday
General|KILRNcSIA4Fn|celebrate|Celebrate
General|fTBV7GkKahC6|event|Event
General|CBZlmtkr2nVC|meeting|Meeting
General|vnoWa2vUR1nw|season-sale|Season Sale
General|FGJZ7FrzCDto|deadline|Deadline
General|rtP76A1lpa0V|hourglass|Hourglass
General|kr3GbrsixRyB|countdown|Countdown
General|RudPaAAQ5ZvI|plumbing|Plumbing
General|Nx3uzJJiFVyF|spa|Spa
General|VIIZWNhpAM3w|water-pipe|Water Pipe
General|eX3o6x0SoW9X|bed|Bed
General|HaarYlNgTxdW|cutlery|Cutlery
General|i7LoIr0czBvi|doorbell|Doorbell
General|VYvOvJrZaC9T|key|Key
General|hOy6rvBnl5Jv|book-shelf|Book Shelf
General|vJ2oD2t4cNGo|crib|Crib
General|lJ7gUxxXRyGR|garage|Garage
General|NlkOzlIS5Mo5|central-heating|Central Heating
General|hgCYIjaa8Iqo|air-conditioner|Air Conditioner
General|qkCeq0sz2PNR|apple-homepod|Apple HomePod
General|LYRmddZFE6Q8|appliances|Appliances
General|PAugpqNjsKWq|camera-automation|Camera Automation
General|GzkQpCYS9qjh|home-automation|Home Automation
General|LO68e9nEGv4S|lights|Lights
General|XdOvDzGXJ0eA|office-phone|Office Phone
General|NROvL0tnGkYa|smoke-detector|Smoke Detector
General|OHqDQMieYT3o|vacuum-cleaner|Vacuum Cleaner
General|VJMpy42YNBq6|washing-machine|Washing Machine
General|9GC5rqCM5uDh|earth-smiley|Earth Smiley
